date,close,high,low,mts,open,volume
2024-02-25,0.27721,0.28258,0.27053,1708819200000,0.27207,38913.72166246
2024-02-24,0.27197,0.29497,0.2495,1708732800000,0.26078,57970.19443629
2024-02-23,0.26112,0.26236,0.24944,1708646400000,0.2596,13059.18965119
2024-02-22,0.25897,0.26308,0.24701,1708560000000,0.25037,9396.8779748
2024-02-21,0.25097,0.26088,0.24112,1708473600000,0.26088,16172.36331805
2024-02-20,0.26035,0.26973,0.2477,1708387200000,0.26859,31340.18461351
2024-02-19,0.26798,0.26917,0.25812,1708300800000,0.25812,14652.35220027
2024-02-18,0.25771,0.26517,0.24968,1708214400000,0.25186,34170.84746622
2024-02-17,0.25115,0.2538,0.24329,1708128000000,0.25193,13859.41359348
2024-02-16,0.25185,0.25743,0.24455,1708041600000,0.2526,43577.00867866
2024-02-15,0.25219,0.2545,0.24893,1707955200000,0.24893,28708.46371323
2024-02-14,0.24884,0.25009,0.23711,1707868800000,0.23893,32338.82495972
2024-02-13,0.23956,0.24653,0.23267,1707782400000,0.24653,27813.81087072
2024-02-12,0.24594,0.2476,0.23428,1707696000000,0.23906,18661.18637304
2024-02-11,0.23837,0.24248,0.2371,1707609600000,0.24026,19611.7719075
2024-02-10,0.24051,0.24369,0.23421,1707523200000,0.23981,20051.36914785
2024-02-09,0.23943,0.24168,0.2321,1707436800000,0.2321,43908.99241794
2024-02-08,0.23257,0.23648,0.2295,1707350400000,0.23596,11576.06544917
2024-02-07,0.23478,0.23611,0.2249,1707264000000,0.22868,18360.5705054
2024-02-06,0.22926,0.23108,0.22493,1707177600000,0.22597,3770.30497455
2024-02-05,0.22575,0.23081,0.22248,1707091200000,0.22472,14123.06744326
2024-02-04,0.22385,0.22924,0.22356,1707004800000,0.2287,8643.9462105
2024-02-03,0.23037,0.2355,0.22982,1706918400000,0.23459,5573.90487863
2024-02-02,0.23414,0.23564,0.23111,1706832000000,0.23213,20957.756248050002
2024-02-01,0.23244,0.23311,0.22646,1706745600000,0.23175,10619.86520253
2024-01-31,0.23069,0.23929,0.2288,1706659200000,0.23508,24333.14427217
2024-01-30,0.23575,0.24387,0.23575,1706572800000,0.2412,12605.81216584
2024-01-29,0.24192,0.24314,0.23172,1706486400000,0.23513,16996.51792979
